UUID,SAD,STR,SITMOD,DIST,REAP,RUM,EMOCOPE,time_hours,delta_t
82d1212c-e000-45f6-a43f-3e79c68212ac,9.0,66.0,81.0,90.0,13.0,38.0,80.0,113.21666666666667,1.7833333333333314
82d1212c-e000-45f6-a43f-3e79c68212ac,12.0,76.0,71.0,88.0,13.0,9.0,79.0,114.91666666666667,1.7000000000000028
82d1212c-e000-45f6-a43f-3e79c68212ac,11.0,57.0,8.0,85.0,6.0,9.0,84.0,116.36666666666666,1.4499999999999886
82d1212c-e000-45f6-a43f-3e79c68212ac,6.0,77.0,11.0,83.0,9.0,12.0,79.0,118.0,1.63333333333334
82d1212c-e000-45f6-a43f-3e79c68212ac,5.0,28.0,69.0,86.0,9.0,10.0,91.0,119.01666666666667,1.0166666666666657
82d1212c-e000-45f6-a43f-3e79c68212ac,14.0,60.0,58.0,71.0,14.0,23.0,77.0,120.81666666666666,1.7999999999999972
82d1212c-e000-45f6-a43f-3e79c68212ac,16.0,17.0,65.0,56.0,10.0,22.0,82.0,121.75,0.9333333333333371
82d1212c-e000-45f6-a43f-3e79c68212ac,37.0,24.0,3.0,2.0,7.0,5.0,69.0,136.93333333333334,15.183333333333337
82d1212c-e000-45f6-a43f-3e79c68212ac,29.0,55.0,15.0,6.0,1.0,5.0,74.0,138.55,1.6166666666666742
82d1212c-e000-45f6-a43f-3e79c68212ac,63.0,81.0,6.0,8.0,11.0,9.0,16.0,140.03333333333333,1.48333333333332
82d1212c-e000-45f6-a43f-3e79c68212ac,29.0,83.0,75.0,68.0,12.0,25.0,30.0,141.68333333333334,1.6500000000000057
82d1212c-e000-45f6-a43f-3e79c68212ac,23.0,63.0,14.0,,13.0,13.0,,143.75,2.066666666666663
82d1212c-e000-45f6-a43f-3e79c68212ac,28.0,58.0,7.0,13.0,7.0,11.0,21.0,146.6,2.8499999999999943
82d1212c-e000-45f6-a43f-3e79c68212ac,27.0,17.0,21.0,7.0,9.0,9.0,87.0,161.23333333333332,14.633333333333326
82d1212c-e000-45f6-a43f-3e79c68212ac,16.0,16.0,81.0,81.0,58.0,18.0,74.0,162.36666666666667,1.1333333333333542
82d1212c-e000-45f6-a43f-3e79c68212ac,73.0,55.0,8.0,12.0,11.0,30.0,13.0,164.0,1.6333333333333258
82d1212c-e000-45f6-a43f-3e79c68212ac,81.0,64.0,32.0,21.0,15.0,77.0,79.0,165.6,1.5999999999999943
82d1212c-e000-45f6-a43f-3e79c68212ac,12.0,60.0,13.0,90.0,17.0,14.0,97.0,170.91666666666666,5.316666666666663
82d1212c-e000-45f6-a43f-3e79c68212ac,23.0,24.0,15.0,75.0,12.0,15.0,85.0,183.43333333333334,12.51666666666668
82d1212c-e000-45f6-a43f-3e79c68212ac,54.0,10.0,0.0,88.0,0.0,75.0,80.0,184.38333333333333,0.9499999999999886
82d1212c-e000-45f6-a43f-3e79c68212ac,29.0,29.0,78.0,17.0,13.0,77.0,88.0,185.8,1.4166666666666856
82d1212c-e000-45f6-a43f-3e79c68212ac,22.0,20.0,86.0,10.0,9.0,17.0,80.0,186.7,0.8999999999999773
82d1212c-e000-45f6-a43f-3e79c68212ac,17.0,25.0,72.0,13.0,9.0,27.0,79.0,187.78333333333333,1.0833333333333428
82d1212c-e000-45f6-a43f-3e79c68212ac,10.0,69.0,82.0,84.0,8.0,22.0,88.0,189.25,1.4666666666666686
82d1212c-e000-45f6-a43f-3e79c68212ac,10.0,54.0,83.0,100.0,9.0,13.0,96.0,193.83333333333334,4.583333333333343
82d1212c-e000-45f6-a43f-3e79c68212ac,11.0,25.0,19.0,87.0,12.0,10.0,89.0,194.75,0.9166666666666572
82d1212c-e000-45f6-a43f-3e79c68212ac,14.0,26.0,9.0,14.0,9.0,12.0,81.0,207.43333333333334,12.683333333333337
82d1212c-e000-45f6-a43f-3e79c68212ac,9.0,27.0,85.0,84.0,6.0,23.0,94.0,208.73333333333332,1.299999999999983
82d1212c-e000-45f6-a43f-3e79c68212ac,29.0,33.0,12.0,34.0,9.0,65.0,60.0,210.0,1.26666666666668
82d1212c-e000-45f6-a43f-3e79c68212ac,26.0,25.0,83.0,88.0,11.0,15.0,78.0,210.96666666666667,0.9666666666666686
82d1212c-e000-45f6-a43f-3e79c68212ac,63.0,72.0,15.0,4.0,9.0,35.0,30.0,212.93333333333334,1.9666666666666686
82d1212c-e000-45f6-a43f-3e79c68212ac,70.0,77.0,81.0,13.0,9.0,11.0,18.0,213.78333333333333,0.8499999999999943
82d1212c-e000-45f6-a43f-3e79c68212ac,46.0,39.0,80.0,20.0,69.0,85.0,39.0,214.66666666666666,0.8833333333333258
82d1212c-e000-45f6-a43f-3e79c68212ac,26.0,27.0,75.0,77.0,57.0,62.0,69.0,216.45,1.7833333333333314
82d1212c-e000-45f6-a43f-3e79c68212ac,13.0,11.0,80.0,93.0,15.0,22.0,91.0,218.1,1.6500000000000057
82d1212c-e000-45f6-a43f-3e79c68212ac,16.0,24.0,28.0,82.0,63.0,9.0,85.0,219.11666666666667,1.01666666666668
82d1212c-e000-45f6-a43f-3e79c68212ac,11.0,5.0,9.0,6.0,8.0,6.0,84.0,231.86666666666667,12.75
82d1212c-e000-45f6-a43f-3e79c68212ac,11.0,4.0,8.0,10.0,3.0,11.0,91.0,232.95,1.0833333333333144
82d1212c-e000-45f6-a43f-3e79c68212ac,13.0,3.0,89.0,7.0,34.0,5.0,82.0,234.33333333333334,1.3833333333333542
82d1212c-e000-45f6-a43f-3e79c68212ac,3.0,5.0,89.0,9.0,81.0,92.0,94.0,236.1,1.7666666666666515
82d1212c-e000-45f6-a43f-3e79c68212ac,6.0,33.0,84.0,10.0,13.0,7.0,71.0,237.21666666666667,1.1166666666666742
82d1212c-e000-45f6-a43f-3e79c68212ac,14.0,11.0,13.0,78.0,5.0,7.0,87.0,238.73333333333332,1.5166666666666515
82d1212c-e000-45f6-a43f-3e79c68212ac,11.0,10.0,6.0,9.0,7.0,27.0,86.0,239.61666666666667,0.8833333333333542
82d1212c-e000-45f6-a43f-3e79c68212ac,11.0,8.0,13.0,10.0,8.0,11.0,85.0,242.13333333333333,2.5166666666666515
82d1212c-e000-45f6-a43f-3e79c68212ac,10.0,8.0,9.0,9.0,4.0,6.0,84.0,243.33333333333334,1.200000000000017
82d1212c-e000-45f6-a43f-3e79c68212ac,12.0,19.0,14.0,12.0,12.0,12.0,79.0,255.85,12.516666666666652
82d1212c-e000-45f6-a43f-3e79c68212ac,13.0,8.0,74.0,10.0,24.0,49.0,88.0,257.3,1.450000000000017
82d1212c-e000-45f6-a43f-3e79c68212ac,8.0,42.0,84.0,10.0,10.0,38.0,76.0,258.9,1.599999999999966
82d1212c-e000-45f6-a43f-3e79c68212ac,9.0,8.0,6.0,9.0,10.0,10.0,83.0,260.45,1.5500000000000114
82d1212c-e000-45f6-a43f-3e79c68212ac,9.0,12.0,11.0,8.0,4.0,6.0,95.0,261.3666666666667,0.9166666666666856
82d1212c-e000-45f6-a43f-3e79c68212ac,1.0,9.0,87.0,56.0,10.0,8.0,82.0,263.7,2.3333333333333144
82d1212c-e000-45f6-a43f-3e79c68212ac,14.0,3.0,10.0,61.0,7.0,16.0,87.0,265.0833333333333,1.3833333333333258
82d1212c-e000-45f6-a43f-3e79c68212ac,33.0,11.0,13.0,10.0,9.0,12.0,76.0,266.78333333333336,1.7000000000000455
82d1212c-e000-45f6-a43f-3e79c68212ac,25.0,54.0,11.0,9.0,4.0,6.0,64.0,279.43333333333334,12.649999999999977
82d1212c-e000-45f6-a43f-3e79c68212ac,10.0,41.0,94.0,10.0,14.0,7.0,92.0,282.9,3.46666666666664
82d1212c-e000-45f6-a43f-3e79c68212ac,13.0,10.0,72.0,13.0,2.0,10.0,85.0,285.95,3.0500000000000114
82d1212c-e000-45f6-a43f-3e79c68212ac,3.0,14.0,80.0,4.0,7.0,58.0,87.0,287.76666666666665,1.8166666666666629
82d1212c-e000-45f6-a43f-3e79c68212ac,36.0,18.0,79.0,4.0,5.0,15.0,78.0,288.73333333333335,0.966666666666697
82d1212c-e000-45f6-a43f-3e79c68212ac,58.0,10.0,10.0,8.0,17.0,74.0,41.0,289.56666666666666,0.8333333333333144
82d1212c-e000-45f6-a43f-3e79c68212ac,21.0,22.0,12.0,85.0,11.0,23.0,85.0,290.9,1.3333333333333144
82d1212c-e000-45f6-a43f-3e79c68212ac,14.0,19.0,81.0,87.0,69.0,66.0,88.0,304.6,13.700000000000045
82d1212c-e000-45f6-a43f-3e79c68212ac,16.0,57.0,84.0,11.0,11.0,20.0,87.0,306.03333333333336,1.4333333333333371
82d1212c-e000-45f6-a43f-3e79c68212ac,9.0,30.0,77.0,7.0,7.0,7.0,89.0,307.4166666666667,1.3833333333333258
82d1212c-e000-45f6-a43f-3e79c68212ac,31.0,41.0,15.0,82.0,13.0,15.0,80.0,308.85,1.4333333333333371
82d1212c-e000-45f6-a43f-3e79c68212ac,14.0,25.0,13.0,11.0,8.0,6.0,84.0,310.03333333333336,1.1833333333333371
82d1212c-e000-45f6-a43f-3e79c68212ac,8.0,11.0,11.0,83.0,12.0,10.0,84.0,311.35,1.3166666666666629
82d1212c-e000-45f6-a43f-3e79c68212ac,7.0,8.0,55.0,82.0,3.0,6.0,84.0,313.78333333333336,2.433333333333337
82d1212c-e000-45f6-a43f-3e79c68212ac,35.0,21.0,8.0,14.0,9.0,6.0,80.0,329.6333333333333,15.849999999999966
82d1212c-e000-45f6-a43f-3e79c68212ac,8.0,52.0,80.0,10.0,10.0,8.0,90.0,330.78333333333336,1.150000000000034
82d1212c-e000-45f6-a43f-3e79c68212ac,6.0,59.0,72.0,71.0,4.0,9.0,95.0,332.53333333333336,1.75
82d1212c-e000-45f6-a43f-3e79c68212ac,9.0,9.0,10.0,9.0,9.0,9.0,86.0,334.06666666666666,1.533333333333303
82d1212c-e000-45f6-a43f-3e79c68212ac,61.0,16.0,7.0,8.0,12.0,5.0,40.0,338.3,4.2333333333333485
82d1212c-e000-45f6-a43f-3e79c68212ac,71.0,26.0,4.0,3.0,6.0,11.0,12.0,351.43333333333334,13.133333333333326
82d1212c-e000-45f6-a43f-3e79c68212ac,65.0,30.0,6.0,82.0,6.0,8.0,82.0,352.93333333333334,1.5
82d1212c-e000-45f6-a43f-3e79c68212ac,73.0,15.0,4.0,90.0,1.0,34.0,83.0,354.1666666666667,1.2333333333333485
82d1212c-e000-45f6-a43f-3e79c68212ac,80.0,23.0,10.0,84.0,11.0,83.0,13.0,357.0833333333333,2.9166666666666288
82d1212c-e000-45f6-a43f-3e79c68212ac,59.0,29.0,84.0,74.0,6.0,78.0,65.0,358.2,1.1166666666666742
82d1212c-e000-45f6-a43f-3e79c68212ac,74.0,40.0,59.0,64.0,9.0,91.0,76.0,359.26666666666665,1.0666666666666629
82d1212c-e000-45f6-a43f-3e79c68212ac,29.0,34.0,5.0,84.0,7.0,56.0,88.0,361.78333333333336,2.5166666666667084
82d1212c-e000-45f6-a43f-3e79c68212ac,5.0,2.0,10.0,82.0,14.0,76.0,85.0,362.76666666666665,0.9833333333332916
82d1212c-e000-45f6-a43f-3e79c68212ac,19.0,27.0,22.0,89.0,67.0,83.0,90.0,375.43333333333334,12.666666666666686
82d1212c-e000-45f6-a43f-3e79c68212ac,12.0,15.0,11.0,81.0,2.0,14.0,82.0,377.46666666666664,2.033333333333303
82d1212c-e000-45f6-a43f-3e79c68212ac,10.0,28.0,6.0,93.0,7.0,13.0,86.0,378.46666666666664,1.0
82d1212c-e000-45f6-a43f-3e79c68212ac,5.0,60.0,6.0,92.0,9.0,7.0,89.0,379.46666666666664,1.0
82d1212c-e000-45f6-a43f-3e79c68212ac,35.0,21.0,10.0,84.0,8.0,8.0,85.0,381.68333333333334,2.216666666666697
82d1212c-e000-45f6-a43f-3e79c68212ac,22.0,11.0,95.0,76.0,5.0,29.0,83.0,383.8,2.1166666666666742
82d1212c-e000-45f6-a43f-3e79c68212ac,22.0,15.0,89.0,19.0,7.0,33.0,84.0,384.78333333333336,0.9833333333333485
82d1212c-e000-45f6-a43f-3e79c68212ac,14.0,17.0,91.0,73.0,6.0,13.0,81.0,386.3,1.5166666666666515
82d1212c-e000-45f6-a43f-3e79c68212ac,11.0,22.0,64.0,86.0,9.0,85.0,83.0,399.43333333333334,13.133333333333326
82d1212c-e000-45f6-a43f-3e79c68212ac,14.0,8.0,11.0,76.0,11.0,16.0,79.0,400.3333333333333,0.8999999999999773
82d1212c-e000-45f6-a43f-3e79c68212ac,13.0,9.0,89.0,82.0,25.0,89.0,87.0,401.4,1.0666666666666629
82d1212c-e000-45f6-a43f-3e79c68212ac,9.0,26.0,12.0,76.0,17.0,11.0,85.0,402.9166666666667,1.5166666666667084
82d1212c-e000-45f6-a43f-3e79c68212ac,7.0,8.0,6.0,88.0,13.0,8.0,92.0,403.98333333333335,1.0666666666666629
82d1212c-e000-45f6-a43f-3e79c68212ac,7.0,9.0,6.0,87.0,11.0,7.0,84.0,404.93333333333334,0.9499999999999886
82d1212c-e000-45f6-a43f-3e79c68212ac,12.0,16.0,59.0,81.0,14.0,7.0,87.0,408.05,3.1166666666666742
82d1212c-e000-45f6-a43f-3e79c68212ac,10.0,15.0,11.0,72.0,14.0,10.0,80.0,410.06666666666666,2.0166666666666515
82d1212c-e000-45f6-a43f-3e79c68212ac,25.0,40.0,8.0,2.0,7.0,4.0,75.0,422.43333333333334,12.366666666666674
82d1212c-e000-45f6-a43f-3e79c68212ac,13.0,67.0,56.0,88.0,3.0,2.0,77.0,424.25,1.8166666666666629
82d1212c-e000-45f6-a43f-3e79c68212ac,13.0,57.0,72.0,64.0,7.0,13.0,79.0,425.53333333333336,1.2833333333333599
82d1212c-e000-45f6-a43f-3e79c68212ac,13.0,55.0,11.0,71.0,4.0,16.0,92.0,428.78333333333336,3.25
82d1212c-e000-45f6-a43f-3e79c68212ac,13.0,9.0,84.0,67.0,23.0,8.0,82.0,430.56666666666666,1.783333333333303
82d1212c-e000-45f6-a43f-3e79c68212ac,10.0,14.0,8.0,82.0,7.0,13.0,86.0,433.4166666666667,2.8500000000000227
82d1212c-e000-45f6-a43f-3e79c68212ac,6.0,45.0,81.0,12.0,10.0,12.0,88.0,449.23333333333335,15.816666666666663
82d1212c-e000-45f6-a43f-3e79c68212ac,59.0,25.0,4.0,8.0,3.0,30.0,35.0,451.03333333333336,1.8000000000000114
82d1212c-e000-45f6-a43f-3e79c68212ac,67.0,69.0,66.0,8.0,7.0,56.0,24.0,451.9,0.8666666666666174
82d1212c-e000-45f6-a43f-3e79c68212ac,76.0,75.0,8.0,6.0,7.0,8.0,34.0,452.8333333333333,0.9333333333333371
82d1212c-e000-45f6-a43f-3e79c68212ac,63.0,36.0,12.0,8.0,10.0,76.0,80.0,454.51666666666665,1.6833333333333371
82d1212c-e000-45f6-a43f-3e79c68212ac,64.0,30.0,78.0,63.0,11.0,70.0,83.0,456.25,1.7333333333333485
82d1212c-e000-45f6-a43f-3e79c68212ac,31.0,25.0,8.0,91.0,7.0,7.0,82.0,457.81666666666666,1.5666666666666629
82d1212c-e000-45f6-a43f-3e79c68212ac,69.0,29.0,81.0,76.0,4.0,91.0,81.0,458.96666666666664,1.1499999999999773
82d1212c-e000-45f6-a43f-3e79c68212ac,27.0,70.0,70.0,13.0,15.0,3.0,82.0,471.43333333333334,12.466666666666697
82d1212c-e000-45f6-a43f-3e79c68212ac,16.0,19.0,95.0,11.0,8.0,6.0,91.0,472.35,0.9166666666666856
82d1212c-e000-45f6-a43f-3e79c68212ac,5.0,16.0,97.0,7.0,22.0,21.0,87.0,474.01666666666665,1.6666666666666288
82d1212c-e000-45f6-a43f-3e79c68212ac,36.0,17.0,74.0,9.0,6.0,78.0,80.0,475.2,1.1833333333333371
82d1212c-e000-45f6-a43f-3e79c68212ac,20.0,30.0,68.0,85.0,8.0,76.0,83.0,476.25,1.0500000000000114
82d1212c-e000-45f6-a43f-3e79c68212ac,17.0,34.0,8.0,14.0,6.0,10.0,87.0,477.65,1.3999999999999773
82d1212c-e000-45f6-a43f-3e79c68212ac,9.0,37.0,70.0,90.0,9.0,6.0,87.0,479.43333333333334,1.7833333333333599
82d1212c-e000-45f6-a43f-3e79c68212ac,17.0,60.0,14.0,80.0,13.0,75.0,79.0,480.51666666666665,1.0833333333333144
82d1212c-e000-45f6-a43f-3e79c68212ac,24.0,70.0,4.0,81.0,4.0,68.0,72.0,481.4,0.8833333333333258
82d1212c-e000-45f6-a43f-3e79c68212ac,8.0,18.0,17.0,91.0,7.0,17.0,72.0,482.9,1.5
82d1212c-e000-45f6-a43f-3e79c68212ac,16.0,60.0,72.0,14.0,10.0,73.0,83.0,495.43333333333334,12.53333333333336
82d1212c-e000-45f6-a43f-3e79c68212ac,32.0,37.0,11.0,12.0,7.0,65.0,88.0,497.05,1.6166666666666742
82d1212c-e000-45f6-a43f-3e79c68212ac,9.0,15.0,9.0,80.0,9.0,54.0,83.0,498.3666666666667,1.3166666666666629
82d1212c-e000-45f6-a43f-3e79c68212ac,35.0,18.0,9.0,11.0,11.0,61.0,85.0,500.1,1.7333333333333485
82d1212c-e000-45f6-a43f-3e79c68212ac,62.0,27.0,9.0,13.0,9.0,5.0,68.0,501.51666666666665,1.4166666666666288
82d1212c-e000-45f6-a43f-3e79c68212ac,18.0,64.0,9.0,8.0,6.0,12.0,83.0,504.96666666666664,3.4499999999999886
82d1212c-e000-45f6-a43f-3e79c68212ac,14.0,26.0,10.0,7.0,8.0,12.0,90.0,505.8666666666667,0.9000000000000341
82d1212c-e000-45f6-a43f-3e79c68212ac,21.0,27.0,83.0,70.0,4.0,6.0,89.0,507.06666666666666,1.1999999999999886
83a3316a-ae5c-4dc0-9155-fd41aebc178b,10.0,11.0,80.0,69.0,66.0,55.0,66.0,0.0,
83a3316a-ae5c-4dc0-9155-fd41aebc178b,11.0,12.0,26.0,87.0,15.0,10.0,71.0,1.2166666666666666,1.2166666666666666
83a3316a-ae5c-4dc0-9155-fd41aebc178b,65.0,74.0,60.0,47.0,67.0,24.0,52.0,2.4166666666666665,1.2
83a3316a-ae5c-4dc0-9155-fd41aebc178b,65.0,67.0,66.0,65.0,10.0,30.0,68.0,3.55,1.1333333333333333
83a3316a-ae5c-4dc0-9155-fd41aebc178b,15.0,15.0,92.0,66.0,10.0,12.0,59.0,5.683333333333334,2.1333333333333337
83a3316a-ae5c-4dc0-9155-fd41aebc178b,10.0,4.0,81.0,69.0,87.0,17.0,78.0,7.183333333333334,1.5
83a3316a-ae5c-4dc0-9155-fd41aebc178b,10.0,19.0,63.0,18.0,70.0,17.0,74.0,8.75,1.5666666666666664
83a3316a-ae5c-4dc0-9155-fd41aebc178b,16.0,18.0,25.0,63.0,74.0,72.0,88.0,9.616666666666667,0.8666666666666671
83a3316a-ae5c-4dc0-9155-fd41aebc178b,88.0,12.0,61.0,24.0,61.0,64.0,64.0,10.616666666666667,1.0
83a3316a-ae5c-4dc0-9155-fd41aebc178b,81.0,70.0,27.0,60.0,61.0,32.0,20.0,22.716666666666665,12.099999999999998
83a3316a-ae5c-4dc0-9155-fd41aebc178b,80.0,80.0,20.0,60.0,60.0,40.0,30.0,24.25,1.533333333333335
83a3316a-ae5c-4dc0-9155-fd41aebc178b,70.0,70.0,60.0,50.0,40.0,70.0,50.0,25.366666666666667,1.1166666666666671
83a3316a-ae5c-4dc0-9155-fd41aebc178b,62.0,24.0,64.0,62.0,69.0,64.0,17.0,26.266666666666666,0.8999999999999986
83a3316a-ae5c-4dc0-9155-fd41aebc178b,21.0,7.0,82.0,64.0,85.0,0.0,78.0,27.316666666666666,1.0500000000000007
83a3316a-ae5c-4dc0-9155-fd41aebc178b,24.0,27.0,54.0,21.0,70.0,26.0,,28.766666666666666,1.4499999999999993
83a3316a-ae5c-4dc0-9155-fd41aebc178b,0.0,0.0,79.0,31.0,84.0,23.0,43.0,30.516666666666666,1.75
83a3316a-ae5c-4dc0-9155-fd41aebc178b,14.0,20.0,61.0,65.0,64.0,28.0,69.0,32.06666666666667,1.5500000000000043
83a3316a-ae5c-4dc0-9155-fd41aebc178b,0.0,0.0,8.0,10.0,71.0,20.0,57.0,32.916666666666664,0.8499999999999943
83a3316a-ae5c-4dc0-9155-fd41aebc178b,7.0,16.0,14.0,18.0,9.0,0.0,45.0,34.3,1.3833333333333329
83a3316a-ae5c-4dc0-9155-fd41aebc178b,6.0,19.0,65.0,24.0,67.0,16.0,56.0,46.71666666666667,12.416666666666671
83a3316a-ae5c-4dc0-9155-fd41aebc178b,12.0,7.0,69.0,23.0,42.0,41.0,39.0,48.15,1.43333333333333
83a3316a-ae5c-4dc0-9155-fd41aebc178b,13.0,16.0,58.0,61.0,60.0,35.0,65.0,49.18333333333333,1.0333333333333314
83a3316a-ae5c-4dc0-9155-fd41aebc178b,11.0,16.0,63.0,34.0,84.0,27.0,74.0,50.333333333333336,1.1500000000000057
83a3316a-ae5c-4dc0-9155-fd41aebc178b,1.0,1.0,70.0,40.0,55.0,20.0,80.0,51.95,1.6166666666666671
83a3316a-ae5c-4dc0-9155-fd41aebc178b,33.0,38.0,32.0,29.0,61.0,60.0,23.0,53.06666666666667,1.1166666666666671
83a3316a-ae5c-4dc0-9155-fd41aebc178b,15.0,22.0,72.0,76.0,65.0,23.0,70.0,54.71666666666667,1.6499999999999986
83a3316a-ae5c-4dc0-9155-fd41aebc178b,18.0,14.0,56.0,60.0,62.0,27.0,64.0,56.28333333333333,1.5666666666666629
83a3316a-ae5c-4dc0-9155-fd41aebc178b,22.0,12.0,68.0,24.0,33.0,28.0,61.0,57.13333333333333,0.8500000000000014
83a3316a-ae5c-4dc0-9155-fd41aebc178b,11.0,23.0,69.0,64.0,69.0,24.0,65.0,70.71666666666667,13.583333333333336
83a3316a-ae5c-4dc0-9155-fd41aebc178b,10.0,10.0,10.0,10.0,10.0,10.0,90.0,72.33333333333333,1.61666666666666
83a3316a-ae5c-4dc0-9155-fd41aebc178b,20.0,21.0,68.0,70.0,75.0,19.0,67.0,73.95,1.6166666666666742
83a3316a-ae5c-4dc0-9155-fd41aebc178b,24.0,18.0,60.0,71.0,67.0,22.0,64.0,75.41666666666667,1.4666666666666686
83a3316a-ae5c-4dc0-9155-fd41aebc178b,13.0,26.0,66.0,62.0,63.0,31.0,70.0,77.18333333333334,1.7666666666666657
83a3316a-ae5c-4dc0-9155-fd41aebc178b,25.0,28.0,58.0,56.0,57.0,30.0,60.0,78.13333333333334,0.9500000000000028
83a3316a-ae5c-4dc0-9155-fd41aebc178b,24.0,29.0,27.0,30.0,66.0,61.0,64.0,79.55,1.4166666666666572
83a3316a-ae5c-4dc0-9155-fd41aebc178b,83.0,86.0,10.0,33.0,19.0,73.0,25.0,81.03333333333333,1.4833333333333343
83a3316a-ae5c-4dc0-9155-fd41aebc178b,10.0,9.0,72.0,77.0,78.0,12.0,65.0,94.71666666666667,13.683333333333337
83a3316a-ae5c-4dc0-9155-fd41aebc178b,75.0,75.0,25.0,25.0,25.0,75.0,25.0,95.91666666666667,1.2000000000000028
83a3316a-ae5c-4dc0-9155-fd41aebc178b,10.0,10.0,60.0,71.0,37.0,62.0,32.0,97.65,1.7333333333333343
83a3316a-ae5c-4dc0-9155-fd41aebc178b,18.0,12.0,71.0,12.0,71.0,6.0,66.0,99.08333333333333,1.433333333333323
83a3316a-ae5c-4dc0-9155-fd41aebc178b,39.0,44.0,59.0,55.0,57.0,57.0,56.0,100.25,1.1666666666666714
83a3316a-ae5c-4dc0-9155-fd41aebc178b,0.0,0.0,100.0,0.0,100.0,0.0,100.0,102.01666666666667,1.7666666666666657
83a3316a-ae5c-4dc0-9155-fd41aebc178b,29.0,16.0,62.0,85.0,13.0,30.0,42.0,102.93333333333334,0.9166666666666714
83a3316a-ae5c-4dc0-9155-fd41aebc178b,2.0,3.0,68.0,71.0,73.0,20.0,9.0,104.03333333333333,1.0999999999999943
83a3316a-ae5c-4dc0-9155-fd41aebc178b,0.0,0.0,40.0,20.0,60.0,30.0,60.0,105.81666666666666,1.7833333333333314
83a3316a-ae5c-4dc0-9155-fd41aebc178b,67.0,66.0,25.0,28.0,27.0,74.0,63.0,118.71666666666667,12.900000000000006
83a3316a-ae5c-4dc0-9155-fd41aebc178b,11.0,10.0,67.0,35.0,72.0,18.0,63.0,120.46666666666667,1.75
83a3316a-ae5c-4dc0-9155-fd41aebc178b,12.0,8.0,65.0,25.0,32.0,27.0,73.0,122.25,1.7833333333333314
83a3316a-ae5c-4dc0-9155-fd41aebc178b,14.0,16.0,86.0,81.0,87.0,9.0,69.0,123.85,1.5999999999999943
83a3316a-ae5c-4dc0-9155-fd41aebc178b,9.0,10.0,78.0,72.0,80.0,14.0,11.0,124.98333333333333,1.13333333333334
83a3316a-ae5c-4dc0-9155-fd41aebc178b,23.0,19.0,4.0,77.0,10.0,9.0,55.0,125.83333333333333,0.8499999999999943
83a3316a-ae5c-4dc0-9155-fd41aebc178b,1.0,11.0,23.0,21.0,28.0,25.0,22.0,126.68333333333334,0.8500000000000085
83a3316a-ae5c-4dc0-9155-fd41aebc178b,12.0,3.0,67.0,31.0,30.0,20.0,77.0,128.41666666666666,1.73333333333332
83a3316a-ae5c-4dc0-9155-fd41aebc178b,5.0,7.0,26.0,68.0,0.0,23.0,67.0,129.25,0.8333333333333428
83a3316a-ae5c-4dc0-9155-fd41aebc178b,16.0,20.0,70.0,77.0,20.0,12.0,68.0,130.21666666666667,0.9666666666666686
83a3316a-ae5c-4dc0-9155-fd41aebc178b,13.0,16.0,87.0,72.0,19.0,19.0,68.0,142.71666666666667,12.5
83a3316a-ae5c-4dc0-9155-fd41aebc178b,9.0,7.0,74.0,12.0,74.0,6.0,16.0,144.03333333333333,1.3166666666666629
83a3316a-ae5c-4dc0-9155-fd41aebc178b,0.0,3.0,46.0,21.0,87.0,0.0,71.0,145.73333333333332,1.6999999999999886
83a3316a-ae5c-4dc0-9155-fd41aebc178b,14.0,17.0,67.0,,76.0,21.0,,147.15,1.4166666666666856
83a3316a-ae5c-4dc0-9155-fd41aebc178b,16.0,12.0,25.0,69.0,32.0,18.0,30.0,148.3,1.1500000000000057
83a3316a-ae5c-4dc0-9155-fd41aebc178b,17.0,15.0,69.0,73.0,72.0,13.0,17.0,149.16666666666666,0.8666666666666458
83a3316a-ae5c-4dc0-9155-fd41aebc178b,9.0,16.0,30.0,14.0,10.0,14.0,61.0,150.35,1.1833333333333371
83a3316a-ae5c-4dc0-9155-fd41aebc178b,40.0,35.0,58.0,33.0,26.0,34.0,30.0,151.48333333333332,1.1333333333333258
83a3316a-ae5c-4dc0-9155-fd41aebc178b,34.0,17.0,45.0,64.0,31.0,76.0,72.0,152.31666666666666,0.8333333333333428
83a3316a-ae5c-4dc0-9155-fd41aebc178b,20.0,4.0,78.0,80.0,91.0,10.0,72.0,153.68333333333334,1.3666666666666742
83a3316a-ae5c-4dc0-9155-fd41aebc178b,8.0,10.0,91.0,82.0,70.0,9.0,77.0,166.71666666666667,13.033333333333331
83a3316a-ae5c-4dc0-9155-fd41aebc178b,23.0,0.0,80.0,79.0,74.0,14.0,61.0,167.65,0.9333333333333371
83a3316a-ae5c-4dc0-9155-fd41aebc178b,27.0,20.0,31.0,68.0,70.0,23.0,73.0,168.76666666666668,1.1166666666666742
83a3316a-ae5c-4dc0-9155-fd41aebc178b,23.0,11.0,15.0,10.0,32.0,17.0,52.0,170.16666666666666,1.3999999999999773
83a3316a-ae5c-4dc0-9155-fd41aebc178b,9.0,11.0,89.0,82.0,78.0,12.0,79.0,171.46666666666667,1.3000000000000114
83a3316a-ae5c-4dc0-9155-fd41aebc178b,15.0,14.0,23.0,70.0,76.0,18.0,72.0,173.0,1.5333333333333314
